Country	Season	Season type	Year	Stock	Area	Fleets	Effort	UnitEffort	Catch. kg	Catch Cat.	Report cat.	Discards Imported Or Raised
Netherlands	4	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	83401	kWd	20.06	Discards	R-Reported	Raised Discard
Norway	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	-9	NA	55.00	Landings	R-Reported	Imported
Norway	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	-9	NA	12.26	Discards	R-Reported	Raised Discard
France	3	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	16368	kWd	45.92	Landings	R-Reported	Imported
France	3	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	16368	kWd	10.24	Discards	R-Reported	Raised Discard
France	3	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	145573	kWd	289.86	Landings	R-Reported	Imported
France	3	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	145573	kWd	64.61	Discards	R-Reported	Raised Discard
France	4	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	105340	kWd	307.30	Landings	R-Reported	Imported
France	4	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	105340	kWd	68.50	Discards	R-Reported	Raised Discard
France	1	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	111445	kWd	352.14	Landings	R-Reported	Imported
France	1	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	111445	kWd	78.50	Discards	R-Reported	Raised Discard
France	2	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	81792	kWd	495.85	Landings	R-Reported	Imported
France	2	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	81792	kWd	110.53	Discards	R-Reported	Raised Discard
France	2	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	24532	kWd	63.50	Landings	R-Reported	Imported
France	2	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	24532	kWd	14.15	Discards	R-Reported	Raised Discard
France	4	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	4879	kWd	0.00	Landings	R-Reported	Imported
Netherlands	3	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	129493	kWd	290.00	Landings	R-Reported	Imported
Netherlands	3	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	129493	kWd	64.64	Discards	R-Reported	Raised Discard
Germany	3	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	10695	kWd	1.00	Landings	R-Reported	Imported
Germany	3	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	10695	kWd	0.22	Discards	R-Reported	Raised Discard
Germany	1	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	10623	kWd	10.00	Landings	R-Reported	Imported
Germany	1	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	10623	kWd	2.23	Discards	R-Reported	Raised Discard
Norway	4	Quarter	2024	lem.27.3a47d	27.4.a	GNS_DEF_all_0_0_all	-9	NA	6.40	Landings	R-Reported	Imported
Norway	4	Quarter	2024	lem.27.3a47d	27.4.a	GNS_DEF_all_0_0_all	-9	NA	1.43	Discards	R-Reported	Raised Discard
Norway	2	Quarter	2024	lem.27.3a47d	27.4.a	LLS_FIF_0_0_0_all	-9	NA	4.40	Landings	R-Reported	Imported
Norway	2	Quarter	2024	lem.27.3a47d	27.4.a	LLS_FIF_0_0_0_all	-9	NA	0.98	Discards	R-Reported	Raised Discard
Norway	2	Quarter	2024	lem.27.3a47d	27.4.b	GNS_DEF_all_0_0_all	-9	NA	583.00	Landings	R-Reported	Imported
Norway	2	Quarter	2024	lem.27.3a47d	27.4.b	GNS_DEF_all_0_0_all	-9	NA	129.96	Discards	R-Reported	Raised Discard
Norway	3	Quarter	2024	lem.27.3a47d	27.4.b	GNS_DEF_all_0_0_all	-9	NA	1268.00	Landings	R-Reported	Imported
Norway	3	Quarter	2024	lem.27.3a47d	27.4.b	GNS_DEF_all_0_0_all	-9	NA	282.65	Discards	R-Reported	Raised Discard
Norway	4	Quarter	2024	lem.27.3a47d	27.4.b	GNS_DEF_all_0_0_all	-9	NA	52.00	Landings	R-Reported	Imported
Norway	4	Quarter	2024	lem.27.3a47d	27.4.b	GNS_DEF_all_0_0_all	-9	NA	11.59	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all_FDF	-9	NA	676.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all_FDF	-9	NA	2923.00	Discards	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all_FDF	-9	NA	0.00	BMS landing	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all_FDF	-9	NA	3145.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all_FDF	-9	NA	1325.00	Discards	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all_FDF	-9	NA	0.00	BMS landing	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.20	SDN_DEF_>=120_0_0_all	-9	dop	1219.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.20	SDN_DEF_>=120_0_0_all	-9	dop	271.73	Discards	R-Reported	Raised Discard
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.20	SDN_DEF_>=120_0_0_all	-9	dop	0.00	BMS landing	R-Reported	Imported
Norway	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	-9	NA	3.20	Landings	R-Reported	Imported
Norway	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	-9	NA	0.71	Discards	R-Reported	Raised Discard
Norway	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	-9	NA	3.10	Landings	R-Reported	Imported
Norway	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	-9	NA	0.69	Discards	R-Reported	Raised Discard
Norway	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	-9	NA	3.80	Landings	R-Reported	Imported
Norway	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	-9	NA	0.85	Discards	R-Reported	Raised Discard
Norway	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	-9	NA	1.20	Landings	R-Reported	Imported
Norway	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	-9	NA	0.27	Discards	R-Reported	Raised Discard
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.20	SDN_DEF_>=120_0_0_all	33366	kWd	192.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.20	SDN_DEF_>=120_0_0_all	33366	kWd	42.80	Discards	R-Reported	Raised Discard
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_32-69_0_0_all	33059	kWd	1.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_32-69_0_0_all	33059	kWd	0.22	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_32-69_0_0_all	1581	kWd	0.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_32-69_0_0_all	11296	kWd	0.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.4	SDN_DEF_>=120_0_0_all	213	kWd	8.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.4	SDN_DEF_>=120_0_0_all	213	kWd	1.78	Discards	R-Reported	Raised Discard
Denmark	3	Quarter	2024	lem.27.3a47d	27.4	SDN_DEF_>=120_0_0_all	479	kWd	21.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.4	SDN_DEF_>=120_0_0_all	479	kWd	4.68	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	SDN_DEF_>=120_0_0_all	1923	kWd	41.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	SDN_DEF_>=120_0_0_all	1923	kWd	9.14	Discards	R-Reported	Raised Discard
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_32-69_0_0_all	1023	kWd	0.00	Landings	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	95817	kWd	0.20	Landings	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	95817	kWd	3.76	Discards	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	95817	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	95817	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	62534	kWd	0.00	Landings	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	62534	kWd	0.00	Discards	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	62534	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	62534	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	111656	kWd	0.00	Landings	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	111656	kWd	0.00	Discards	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	111656	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	111656	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	92485	kWd	0.00	Landings	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	92485	kWd	0.00	Discards	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	92485	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	92485	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	178576	kWd	5.20	Landings	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	178576	kWd	6.93	Discards	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	178576	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	178576	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	96928	kWd	5.80	Landings	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	96928	kWd	0.00	Discards	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	96928	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	96928	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	111778	kWd	0.00	Landings	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	111778	kWd	0.00	Discards	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	111778	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_0_0_all	111778	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	33094	kWd	0.00	Landings	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	33094	kWd	0.00	Discards	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	33094	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_32-69_2_22_all	33094	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.4.a	OTB_CRU_32-69_0_0_all	11573	kWd	0.00	Landings	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.4.a	OTB_CRU_32-69_0_0_all	11573	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.4.a	OTB_CRU_32-69_0_0_all	11573	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.4.a	OTB_CRU_32-69_0_0_all	23306	kWd	0.00	Landings	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.4.a	OTB_CRU_32-69_0_0_all	23306	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.4.a	OTB_CRU_32-69_0_0_all	23306	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.4.a	SDN_DEF_>=120_0_0_all	3291	kWd	62.70	Landings	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.4.a	SDN_DEF_>=120_0_0_all	3291	kWd	13.98	Discards	R-Reported	Raised Discard
Sweden	2	Quarter	2024	lem.27.3a47d	27.4.a	SDN_DEF_>=120_0_0_all	3291	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.4.a	SDN_DEF_>=120_0_0_all	3291	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.4.b	SDN_DEF_>=120_0_0_all	6138	kWd	54.70	Landings	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.21	LLS_FIF_0_0_0_all	1405	kWd	0.00	Landings	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.21	LLS_FIF_0_0_0_all	1405	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.21	LLS_FIF_0_0_0_all	1405	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	5887	kWd	0.00	Landings	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	5887	kWd	0.00	Discards	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	5887	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	5887	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	1864	kWd	0.00	Landings	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	1864	kWd	0.00	Discards	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	1864	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	1864	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	852	kWd	0.00	Landings	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	852	kWd	0.00	Discards	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	852	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	852	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	LLS_FIF_0_0_0_all	24735	kWd	0.00	Landings	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	LLS_FIF_0_0_0_all	24735	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	LLS_FIF_0_0_0_all	24735	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.21	LLS_FIF_0_0_0_all	1269	kWd	0.00	Landings	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.21	LLS_FIF_0_0_0_all	1269	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.21	LLS_FIF_0_0_0_all	1269	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
UK (England)	3	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	30641	kWd	1.00	Landings	A-All - reported, nonre	Imported
UK (England)	3	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	30641	kWd	0.22	Discards	A-All - reported, nonre	Raised Discard
UK (England)	3	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	30641	kWd	0.00	BMS landing	A-All - reported, nonre	Imported
UK (England)	1	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	15343	kWd	4.00	Landings	A-All - reported, nonre	Imported
UK (England)	1	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	15343	kWd	0.89	Discards	A-All - reported, nonre	Raised Discard
UK (England)	1	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	15343	kWd	0.00	BMS landing	A-All - reported, nonre	Imported
UK (England)	2	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	40225	kWd	0.00	Landings	A-All - reported, nonre	Imported
UK (England)	2	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	40225	kWd	0.00	BMS landing	A-All - reported, nonre	Imported
Germany	3	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	355	kWd	1.00	Landings	R-Reported	Imported
Germany	3	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	355	kWd	0.22	Discards	R-Reported	Raised Discard
Germany	4	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	13923	kWd	12.00	Landings	R-Reported	Imported
Germany	4	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_all_0_0_all	13923	kWd	2.67	Discards	R-Reported	Raised Discard
Norway	3	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	-9	NA	4.60	Landings	R-Reported	Imported
Norway	3	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	-9	NA	1.03	Discards	R-Reported	Raised Discard
Norway	1	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	-9	NA	6.30	Landings	R-Reported	Imported
Norway	1	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	-9	NA	1.40	Discards	R-Reported	Raised Discard
Norway	4	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	-9	NA	5.20	Landings	R-Reported	Imported
Norway	4	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	-9	NA	1.16	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	DRB_MOL_0_0_0_all	4407	kWd	0.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	LLS_FIF_0_0_0_all	8525	kWd	0.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.4	DRB_MOL_0_0_0_all	3024	kWd	0.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.4	LLS_FIF_0_0_0_all	6366	kWd	0.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	LLS_FIF_0_0_0_all	7094	kWd	0.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.4	LLS_FIF_0_0_0_all	601	kWd	0.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	DRB_MOL_0_0_0_all	3870	kWd	0.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.4	DRB_MOL_0_0_0_all	1128	kWd	0.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.21	DRB_MOL_0_0_0_all	129	kWd	0.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.20	LLS_FIF_0_0_0_all	26	kWd	0.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.20	LLS_FIF_0_0_0_all	44	kWd	0.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.20	LLS_FIF_0_0_0_all	1416	kWd	0.00	Landings	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	1684	kWd	0.00	Landings	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	1684	kWd	0.00	Discards	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	1684	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_all_0_0_all	1684	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	LLS_FIF_0_0_0_all	9660	kWd	0.00	Landings	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	LLS_FIF_0_0_0_all	9660	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	LLS_FIF_0_0_0_all	9660	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	LLS_FIF_0_0_0_all	54300	kWd	0.00	Landings	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	LLS_FIF_0_0_0_all	54300	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	LLS_FIF_0_0_0_all	54300	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	954	kWd	0.00	Landings	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	954	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	954	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	6755	kWd	1.50	Landings	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	6755	kWd	0.33	Discards	R-Reported	Raised Discard
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_all_0_0_all	6755	kWd	0.00	BMS landing	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_120-219_0_0_all	147154	kWd	2471.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_120-219_0_0_all	147154	kWd	550.81	Discards	R-Reported	Raised Discard
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_120-219_0_0_all	205806	kWd	285.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_120-219_0_0_all	205806	kWd	63.53	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_120-219_0_0_all	195975	kWd	3790.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_120-219_0_0_all	195975	kWd	844.83	Discards	R-Reported	Raised Discard
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.20	SSC_DEF_>=120_0_0_all	8795	kWd	23.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.20	SSC_DEF_>=120_0_0_all	8795	kWd	5.13	Discards	R-Reported	Raised Discard
Denmark	4	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_120-219_0_0_all	148047	kWd	202.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_120-219_0_0_all	148047	kWd	45.03	Discards	R-Reported	Raised Discard
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_120-219_0_0_all	9385	kWd	12.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_120-219_0_0_all	9385	kWd	2.67	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_120-219_0_0_all	17752	kWd	22.00	Landings	R-Reported	Imported
