Country	Season	Season type	Year	Stock	Area	Fleets	Effort	UnitEffort	Catch. kg	Catch Cat.	Report cat.	Discards Imported Or Raised
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GTR_DEF_all_0_0_all	4259	kWd	0.00	Landings	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GTR_DEF_all_0_0_all	4259	kWd	0.00	Discards	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GTR_DEF_all_0_0_all	4259	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GTR_DEF_all_0_0_all	4259	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	FPO_CRU_0_0_0_all	182908	kWd	0.00	Landings	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	FPO_CRU_0_0_0_all	182908	kWd	42.53	Discards	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	FPO_CRU_0_0_0_all	182908	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	FPO_CRU_0_0_0_all	182908	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	FPO_CRU_0_0_0_all	260926	kWd	0.00	Landings	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	FPO_CRU_0_0_0_all	260926	kWd	0.00	Discards	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	FPO_CRU_0_0_0_all	260926	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	FPO_CRU_0_0_0_all	260926	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GTR_DEF_all_0_0_all	3631	kWd	1.60	Landings	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GTR_DEF_all_0_0_all	3631	kWd	0.36	Discards	R-Reported	Raised Discard
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GTR_DEF_all_0_0_all	3631	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GTR_DEF_all_0_0_all	3631	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	FPO_CRU_0_0_0_all	279768	kWd	0.00	Landings	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	FPO_CRU_0_0_0_all	279768	kWd	348.25	Discards	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	FPO_CRU_0_0_0_all	279768	kWd	0.00	BMS landing	R-Reported	Imported
UK (England)	1	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_100-119_0_0_all	133475	kWd	166.00	Landings	A-All - reported, nonre	Imported
UK (England)	1	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_100-119_0_0_all	133475	kWd	2740.00	Discards	A-All - reported, nonre	Imported
UK (England)	1	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_100-119_0_0_all	133475	kWd	0.00	BMS landing	A-All - reported, nonre	Imported
UK (England)	4	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_100-119_0_0_all	35820	kWd	90.00	Landings	A-All - reported, nonre	Imported
UK (England)	4	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_100-119_0_0_all	35820	kWd	20.06	Discards	A-All - reported, nonre	Raised Discard
UK (England)	4	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_100-119_0_0_all	35820	kWd	0.00	BMS landing	A-All - reported, nonre	Imported
UK (England)	3	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_100-119_0_0_all	40716	kWd	78.00	Landings	A-All - reported, nonre	Imported
UK (England)	3	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_100-119_0_0_all	40716	kWd	17.39	Discards	A-All - reported, nonre	Raised Discard
UK (England)	3	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_100-119_0_0_all	40716	kWd	0.00	BMS landing	A-All - reported, nonre	Imported
UK (England)	1	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_All_0_0_All	371164	kWd	538.00	Landings	A-All - reported, nonre	Imported
UK (England)	1	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_All_0_0_All	371164	kWd	119.93	Discards	A-All - reported, nonre	Raised Discard
UK (England)	1	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_All_0_0_All	371164	kWd	0.00	BMS landing	A-All - reported, nonre	Imported
UK (England)	3	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_All_0_0_All	213916	kWd	364.00	Landings	A-All - reported, nonre	Imported
UK (England)	3	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_All_0_0_All	213916	kWd	81.14	Discards	A-All - reported, nonre	Raised Discard
UK (England)	3	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_All_0_0_All	213916	kWd	0.00	BMS landing	A-All - reported, nonre	Imported
UK (England)	2	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_100-119_0_0_all	10968	kWd	71.00	Landings	A-All - reported, nonre	Imported
UK (England)	2	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_100-119_0_0_all	10968	kWd	15.83	Discards	A-All - reported, nonre	Raised Discard
UK (England)	2	Quarter	2024	lem.27.3a47d	27.4	OTB_CRU_100-119_0_0_all	10968	kWd	0.00	BMS landing	A-All - reported, nonre	Imported
UK (England)	2	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_All_0_0_All	276063	kWd	859.00	Landings	A-All - reported, nonre	Imported
UK (England)	2	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_All_0_0_All	276063	kWd	191.48	Discards	A-All - reported, nonre	Raised Discard
UK (England)	2	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_All_0_0_All	276063	kWd	0.00	BMS landing	A-All - reported, nonre	Imported
UK(Scotland)	2024	Year	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_HC	10684123	kWd	1827.00	Landings	R-Reported	Imported
UK(Scotland)	2024	Year	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_HC	10684123	kWd	407.26	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_>=220_0_0_all	43201	kWd	205.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_>=220_0_0_all	43201	kWd	45.70	Discards	R-Reported	Raised Discard
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.20	MIS_MIS_0_0_0_HC	3073	kWd	9.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.20	MIS_MIS_0_0_0_HC	3073	kWd	2.01	Discards	R-Reported	Raised Discard
Denmark	3	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_>=220_0_0_all	35136	kWd	99.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_>=220_0_0_all	35136	kWd	22.07	Discards	R-Reported	Raised Discard
Denmark	4	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_HC	57047	kWd	6.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_HC	57047	kWd	1.34	Discards	R-Reported	Raised Discard
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.20	MIS_MIS_0_0_0_HC	3526	kWd	12.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.20	MIS_MIS_0_0_0_HC	3526	kWd	2.67	Discards	R-Reported	Raised Discard
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_HC	74128	kWd	5.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_HC	74128	kWd	1.11	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_HC	104522	kWd	9.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_HC	104522	kWd	2.01	Discards	R-Reported	Raised Discard
Denmark	3	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_HC	70868	kWd	52.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_HC	70868	kWd	11.59	Discards	R-Reported	Raised Discard
Denmark	4	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_>=220_0_0_all	1192	kWd	3.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_>=220_0_0_all	1192	kWd	0.67	Discards	R-Reported	Raised Discard
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.21	MIS_MIS_0_0_0_HC	39577	kWd	5.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.21	MIS_MIS_0_0_0_HC	39577	kWd	1.11	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.21	MIS_MIS_0_0_0_HC	26924	kWd	0.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.21	MIS_MIS_0_0_0_HC	15428	kWd	1.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.21	MIS_MIS_0_0_0_HC	15428	kWd	0.22	Discards	R-Reported	Raised Discard
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_>=220_0_0_all	16499	kWd	10.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_>=220_0_0_all	16499	kWd	2.23	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_>=220_0_0_all	4468	kWd	5.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_>=220_0_0_all	4468	kWd	1.11	Discards	R-Reported	Raised Discard
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.21	MIS_MIS_0_0_0_HC	14902	kWd	4.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.21	MIS_MIS_0_0_0_HC	14902	kWd	0.89	Discards	R-Reported	Raised Discard
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_>=220_0_0_all	13877	kWd	1.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_>=220_0_0_all	13877	kWd	0.22	Discards	R-Reported	Raised Discard
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_>=220_0_0_all	539	kWd	0.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.20	MIS_MIS_0_0_0_HC	18340	kWd	33.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.20	MIS_MIS_0_0_0_HC	18340	kWd	7.36	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.20	MIS_MIS_0_0_0_HC	9621	kWd	48.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.20	MIS_MIS_0_0_0_HC	9621	kWd	10.70	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_>=220_0_0_all	17176	kWd	173.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_>=220_0_0_all	17176	kWd	38.56	Discards	R-Reported	Raised Discard
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_>=220_0_0_all	28241	kWd	135.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_>=220_0_0_all	28241	kWd	30.09	Discards	R-Reported	Raised Discard
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_>=220_0_0_all	20201	kWd	35.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_>=220_0_0_all	20201	kWd	7.80	Discards	R-Reported	Raised Discard
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_>=220_0_0_all	1757	kWd	1.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_>=220_0_0_all	1757	kWd	0.22	Discards	R-Reported	Raised Discard
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	178329	kWd	151.90	Landings	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	178329	kWd	98.23	Discards	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	178329	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	178329	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	225199	kWd	913.40	Landings	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	225199	kWd	355.05	Discards	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	225199	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	225199	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.7.d	MIS_MIS_0_0_0_IBC	13000	kWd	0.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_100-119_0_0_all	6043	kWd	15.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_100-119_0_0_all	6043	kWd	3.34	Discards	R-Reported	Raised Discard
Denmark	3	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_IBC	1317573	kWd	0.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_90-99_0_0_all	7	kWd	0.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_100-119_0_0_all	1519	kWd	2.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_100-119_0_0_all	1519	kWd	0.45	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_IBC	2369266	kWd	512.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_IBC	2369266	kWd	114.13	Discards	R-Reported	Raised Discard
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	OTB_DEF_32-69_0_0_all	3202	kWd	0.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.4	GNS_DEF_100-119_0_0_all	1270	kWd	0.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_100-119_0_0_all	214	kWd	0.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_100-119_0_0_all	3137	kWd	53.00	Landings	R-Reported	Imported
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_100-119_0_0_all	3137	kWd	11.81	Discards	R-Reported	Raised Discard
Denmark	1	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_IBC	60380	kWd	0.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.4	MIS_MIS_0_0_0_IBC	641386	kWd	0.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_DEF_32-69_0_0_all	15505	kWd	4.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_DEF_32-69_0_0_all	15505	kWd	0.89	Discards	R-Reported	Raised Discard
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_DEF_32-69_0_0_all	2387	kWd	0.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.21	GNS_DEF_100-119_0_0_all	1041	kWd	0.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_100-119_0_0_all	3390	kWd	1.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.20	GNS_DEF_100-119_0_0_all	3390	kWd	0.22	Discards	R-Reported	Raised Discard
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_DEF_32-69_0_0_all	14486	kWd	2.00	Landings	R-Reported	Imported
Denmark	1	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_DEF_32-69_0_0_all	14486	kWd	0.45	Discards	R-Reported	Raised Discard
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_DEF_32-69_0_0_all	44602	kWd	1.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_DEF_32-69_0_0_all	44602	kWd	0.22	Discards	R-Reported	Raised Discard
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_DEF_32-69_0_0_all	36439	kWd	1.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_DEF_32-69_0_0_all	36439	kWd	0.22	Discards	R-Reported	Raised Discard
Denmark	3	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_DEF_32-69_0_0_all	24244	kWd	0.00	Landings	R-Reported	Imported
Denmark	2	Quarter	2024	lem.27.3a47d	27.3.a.20	MIS_MIS_0_0_0_IBC	3525	kWd	0.00	Landings	R-Reported	Imported
Denmark	4	Quarter	2024	lem.27.3a47d	27.3.a.20	MIS_MIS_0_0_0_IBC	394	kWd	0.00	Landings	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	89149	kWd	45.20	Landings	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	89149	kWd	319.41	Discards	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	89149	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	89149	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	160720	kWd	278.90	Landings	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	160720	kWd	461.57	Discards	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	160720	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	3	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	160720	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	113161	kWd	24.60	Landings	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	113161	kWd	424.74	Discards	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	113161	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	113161	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Germany	4	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	8690	kWd	13.00	Landings	R-Reported	Imported
Germany	4	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	8690	kWd	2.90	Discards	R-Reported	Raised Discard
Germany	3	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	24558	kWd	90.00	Landings	R-Reported	Imported
Germany	3	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	24558	kWd	20.06	Discards	R-Reported	Raised Discard
Germany	2	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	5525	kWd	2.00	Landings	R-Reported	Imported
Germany	2	Quarter	2024	lem.27.3a47d	27.3.a.21	OTB_CRU_90-119_0_0_all	5525	kWd	0.45	Discards	R-Reported	Raised Discard
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	238432	kWd	572.30	Landings	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	238432	kWd	543.95	Discards	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	238432	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	2	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	238432	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	242658	kWd	462.20	Landings	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	242658	kWd	0.00	Discards	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	242658	kWd	0.00	BMS landing	R-Reported	Imported
Sweden	4	Quarter	2024	lem.27.3a47d	27.3.a.20	OTB_CRU_90-119_0_0_all	242658	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.4.a	MIS_MIS_0_0_0_IBC	39323	kWd	0.00	Landings	R-Reported	Imported
Sweden	1	Quarter	2024	lem.27.3a47d	27.4.a	MIS_MIS_0_0_0_IBC	39323	kWd	0.00	BMS landing	R-Reported	Imported
Belgium	1	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	47004	kWd	39.00	Landings	R-Reported	Imported
Belgium	1	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	47004	kWd	8.69	Discards	R-Reported	Raised Discard
Belgium	1	Quarter	2024	lem.27.3a47d	27.4.c	SSC_DEF_70-99_0_0_all	58596	kWd	7.00	Landings	R-Reported	Imported
Belgium	1	Quarter	2024	lem.27.3a47d	27.4.c	SSC_DEF_70-99_0_0_all	58596	kWd	1.56	Discards	R-Reported	Raised Discard
Belgium	4	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	90948	kWd	28.00	Landings	R-Reported	Imported
Belgium	4	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	90948	kWd	6.24	Discards	R-Reported	Raised Discard
Belgium	4	Quarter	2024	lem.27.3a47d	27.4.c	SSC_DEF_70-99_0_0_all	36252	kWd	7.00	Landings	R-Reported	Imported
Belgium	4	Quarter	2024	lem.27.3a47d	27.4.c	SSC_DEF_70-99_0_0_all	36252	kWd	1.56	Discards	R-Reported	Raised Discard
Netherlands	1	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	247560	kWd	790.00	Landings	R-Reported	Imported
Netherlands	1	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	247560	kWd	176.10	Discards	R-Reported	Raised Discard
Netherlands	2	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	93583	kWd	260.00	Landings	R-Reported	Imported
Netherlands	2	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	93583	kWd	57.96	Discards	R-Reported	Raised Discard
Netherlands	4	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	324502	kWd	560.00	Landings	R-Reported	Imported
Netherlands	4	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	324502	kWd	124.83	Discards	R-Reported	Raised Discard
Belgium	3	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	14400	kWd	16.00	Landings	R-Reported	Imported
Belgium	3	Quarter	2024	lem.27.3a47d	27.7.d	SSC_DEF_70-99_0_0_all	14400	kWd	3.57	Discards	R-Reported	Raised Discard
Norway	1	Quarter	2024	lem.27.3a47d	27.4.a	GNS_DEF_all_0_0_all	-9	NA	40.00	Landings	R-Reported	Imported
Norway	1	Quarter	2024	lem.27.3a47d	27.4.a	GNS_DEF_all_0_0_all	-9	NA	8.92	Discards	R-Reported	Raised Discard
Norway	3	Quarter	2024	lem.27.3a47d	27.4.a	GNS_DEF_all_0_0_all	-9	NA	323.00	Landings	R-Reported	Imported
Norway	3	Quarter	2024	lem.27.3a47d	27.4.a	GNS_DEF_all_0_0_all	-9	NA	72.00	Discards	R-Reported	Raised Discard
Norway	2	Quarter	2024	lem.27.3a47d	27.4.a	GNS_DEF_all_0_0_all	-9	NA	183.00	Landings	R-Reported	Imported
Norway	2	Quarter	2024	lem.27.3a47d	27.4.a	GNS_DEF_all_0_0_all	-9	NA	40.79	Discards	R-Reported	Raised Discard
Netherlands	2	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	232114	kWd	1120.00	Landings	R-Reported	Imported
Netherlands	2	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	232114	kWd	249.66	Discards	R-Reported	Raised Discard
Netherlands	3	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	175114	kWd	1040.00	Landings	R-Reported	Imported
Netherlands	3	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	175114	kWd	231.83	Discards	R-Reported	Raised Discard
Netherlands	1	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	110307	kWd	140.00	Landings	R-Reported	Imported
Netherlands	1	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	110307	kWd	31.21	Discards	R-Reported	Raised Discard
Netherlands	4	Quarter	2024	lem.27.3a47d	27.4	SSC_DEF_70-99_0_0_all	83401	kWd	90.00	Landings	R-Reported	Imported
